source_index,source_lat,source_lon,source_current_pano_id,source_current_image_file,candidate_rank,historical_pano_id,historical_date,historical_lat,historical_lon,distance_to_source_m,heading,pitch,roll,search_status,error
23,50.10266689069768,14.391758753488372,VENk61QWZZn9gP-FpjTPeA,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0023.jpg,1,S1fYXjJxY1-2TkxUVVhAgw,2014-05,50.10268508089257,14.39174040279367,2.409,310.1889038085938,89.6369857788086,359.8167724609375,ok,
23,50.10266689069768,14.391758753488372,VENk61QWZZn9gP-FpjTPeA,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0023.jpg,2,JQXx1SdzjMPrqS__2eWCYw,2009-05,50.10264555531717,14.39182009105444,4.977,310.7205200195312,91.47647857666016,359.8648376464844,ok,
24,50.10269645116279,14.391705155813954,Gv8VxIjdWo1YwsMd91rpVg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0024.jpg,0,Thz_7bO1iDuasbGaDmzDsA,2011-08,50.10273838925391,14.39164730437169,6.227,309.4919128417969,89.00890350341797,0.2949492335319519,ok,
24,50.10269645116279,14.391705155813954,Gv8VxIjdWo1YwsMd91rpVg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0024.jpg,1,03MtK4muRGcud-ayQsg3cw,2009-05,50.10274463732939,14.39164854750559,6.709,309.9827270507812,90.98268127441406,0.7276445627212524,ok,
24,50.10269645116279,14.391705155813954,Gv8VxIjdWo1YwsMd91rpVg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0024.jpg,2,CavxsP0rpAE4YjyeiTsS4A,2014-05,50.10274590638191,14.3916315225794,7.604,309.9132690429688,89.24388122558594,0.5086422562599182,ok,
25,50.10272601162791,14.391651558139534,Gv8VxIjdWo1YwsMd91rpVg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0025.jpg,0,Thz_7bO1iDuasbGaDmzDsA,2011-08,50.10273838925391,14.39164730437169,1.409,309.4919128417969,89.00890350341797,0.2949492335319519,ok,
25,50.10272601162791,14.391651558139534,Gv8VxIjdWo1YwsMd91rpVg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0025.jpg,1,03MtK4muRGcud-ayQsg3cw,2009-05,50.10274463732939,14.39164854750559,2.082,309.9827270507812,90.98268127441406,0.7276445627212524,ok,
25,50.10272601162791,14.391651558139534,Gv8VxIjdWo1YwsMd91rpVg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0025.jpg,2,CavxsP0rpAE4YjyeiTsS4A,2014-05,50.10274590638191,14.3916315225794,2.634,309.9132690429688,89.24388122558594,0.5086422562599182,ok,
26,50.102755572093024,14.391597960465116,AKgB30PtZK5m3aHWjbYbgw,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0026.jpg,0,61XS2V2Le5ml3vM3BjkPuQ,2011-08,50.10279644398506,14.39154134485942,6.079,309.4327087402344,88.40300750732422,359.5103149414062,ok,
26,50.102755572093024,14.391597960465116,AKgB30PtZK5m3aHWjbYbgw,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0026.jpg,1,Vo8GWAnvKezXbLBDFmp5pg,2009-05,50.10280518467188,14.39153426081348,7.147,308.2498168945312,90.97563171386719,0.08419947326183319,ok,
26,50.102755572093024,14.391597960465116,AKgB30PtZK5m3aHWjbYbgw,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0026.jpg,2,BCyvQILbxEFSBpSVBRUVYA,2014-05,50.10280379760841,14.39152558972413,7.443,309.8247985839844,89.06375885009766,359.76171875,ok,
27,50.10278513255814,14.391544362790697,AKgB30PtZK5m3aHWjbYbgw,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0027.jpg,0,61XS2V2Le5ml3vM3BjkPuQ,2011-08,50.10279644398506,14.39154134485942,1.276,309.4327087402344,88.40300750732422,359.5103149414062,ok,
27,50.10278513255814,14.391544362790697,AKgB30PtZK5m3aHWjbYbgw,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0027.jpg,1,Vo8GWAnvKezXbLBDFmp5pg,2009-05,50.10280518467188,14.39153426081348,2.343,308.2498168945312,90.97563171386719,0.08419947326183319,ok,
27,50.10278513255814,14.391544362790697,AKgB30PtZK5m3aHWjbYbgw,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0027.jpg,2,BCyvQILbxEFSBpSVBRUVYA,2014-05,50.10280379760841,14.39152558972413,2.47,309.8247985839844,89.06375885009766,359.76171875,ok,
28,50.102814693023255,14.391490765116279,CAoSFkNJSE0wb2dLRUlDQWdJRHFxNnFITUE.,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0028.jpg,0,mL26ViS3ubK6MfI4Y7UBlQ,2011-08,50.10285221398644,14.39143889531179,5.576,309.404541015625,89.10865020751953,359.6708984375,ok,
28,50.102814693023255,14.391490765116279,CAoSFkNJSE0wb2dLRUlDQWdJRHFxNnFITUE.,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0028.jpg,1,4hQQRqdjfH-X9OC8xttqgw,2014-05,50.10286073859675,14.39142274328893,7.053,309.7632446289062,89.67288208007812,0.3567222952842712,ok,
28,50.102814693023255,14.391490765116279,CAoSFkNJSE0wb2dLRUlDQWdJRHFxNnFITUE.,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0028.jpg,2,CKaLVlZFWuU6Kw5J01rqOw,2009-05,50.10286744221474,14.39141594028304,7.93,308.7815856933594,91.24676513671875,0.3212966620922089,ok,
29,50.10284425348837,14.391437167441861,VCqi7NHaIAlVrIKk3hB2pA,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0029.jpg,0,mL26ViS3ubK6MfI4Y7UBlQ,2011-08,50.10285221398644,14.39143889531179,0.894,309.404541015625,89.10865020751953,359.6708984375,ok,
29,50.10284425348837,14.391437167441861,VCqi7NHaIAlVrIKk3hB2pA,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0029.jpg,1,4hQQRqdjfH-X9OC8xttqgw,2014-05,50.10286073859675,14.39142274328893,2.102,309.7632446289062,89.67288208007812,0.3567222952842712,ok,
29,50.10284425348837,14.391437167441861,VCqi7NHaIAlVrIKk3hB2pA,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0029.jpg,2,CKaLVlZFWuU6Kw5J01rqOw,2009-05,50.10286744221474,14.39141594028304,2.99,308.7815856933594,91.24676513671875,0.3212966620922089,ok,
30,50.10287381395349,14.391383569767441,VWgGIWg7JOEMfTs0ElZuTg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0030.jpg,0,txBo0E3dDfCKG7z3BICn2A,2011-08,50.10290836833773,14.39133720570478,5.069,310.1133117675781,88.84527587890625,359.7220153808594,ok,
30,50.10287381395349,14.391383569767441,VWgGIWg7JOEMfTs0ElZuTg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0030.jpg,1,ZH115n3BtGcpj2s8lshdZA,2009-05,50.10290930517114,14.39133612703514,5.198,310.0852661132812,90.82203674316406,359.8233947753906,ok,
30,50.10287381395349,14.391383569767441,VWgGIWg7JOEMfTs0ElZuTg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0030.jpg,2,Zk0tCUEbWITE1X2SjeXyog,2014-05,50.102919345656,14.39131494449474,7.042,309.6994934082031,89.51409149169922,359.7613220214844,ok,
31,50.1029033744186,14.391329972093024,VWgGIWg7JOEMfTs0ElZuTg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0031.jpg,0,txBo0E3dDfCKG7z3BICn2A,2011-08,50.10290836833773,14.39133720570478,0.758,310.1133117675781,88.84527587890625,359.7220153808594,ok,
31,50.1029033744186,14.391329972093024,VWgGIWg7JOEMfTs0ElZuTg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0031.jpg,1,ZH115n3BtGcpj2s8lshdZA,2009-05,50.10290930517114,14.39133612703514,0.792,310.0852661132812,90.82203674316406,359.8233947753906,ok,
31,50.1029033744186,14.391329972093024,VWgGIWg7JOEMfTs0ElZuTg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0031.jpg,2,Zk0tCUEbWITE1X2SjeXyog,2014-05,50.102919345656,14.39131494449474,2.074,309.6994934082031,89.51409149169922,359.7613220214844,ok,
32,50.10293293488372,14.391276374418604,OfBJRDuqeTOlgsxeGkcmiA,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0032.jpg,0,cU6nngCuDrgn0xqUvcj3Vg,2011-08,50.10296502639392,14.39123533080192,4.615,309.6215209960938,89.29927062988281,359.7401428222656,ok,
32,50.10293293488372,14.391276374418604,OfBJRDuqeTOlgsxeGkcmiA,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0032.jpg,1,hf7MwjkhFTDDL4GV0b1rfQ,2009-05,50.10297424484712,14.3912168539372,6.255,310.1526794433594,91.77958679199219,359.6679077148438,ok,
32,50.10293293488372,14.391276374418604,OfBJRDuqeTOlgsxeGkcmiA,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0032.jpg,2,QR07cJ03aOH1DGBOBhSfBw,2014-05,50.10297880556652,14.39120546333285,7.183,309.6979370117188,89.82421875,359.5465087890625,ok,
33,50.102962495348834,14.391222776744186,OfBJRDuqeTOlgsxeGkcmiA,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0033.jpg,0,cU6nngCuDrgn0xqUvcj3Vg,2011-08,50.10296502639392,14.39123533080192,0.939,309.6215209960938,89.29927062988281,359.7401428222656,ok,
33,50.102962495348834,14.391222776744186,OfBJRDuqeTOlgsxeGkcmiA,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0033.jpg,1,hf7MwjkhFTDDL4GV0b1rfQ,2009-05,50.10297424484712,14.3912168539372,1.373,310.1526794433594,91.77958679199219,359.6679077148438,ok,
33,50.102962495348834,14.391222776744186,OfBJRDuqeTOlgsxeGkcmiA,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0033.jpg,2,QR07cJ03aOH1DGBOBhSfBw,2014-05,50.10297880556652,14.39120546333285,2.194,309.6979370117188,89.82421875,359.5465087890625,ok,
34,50.10299205581395,14.391169179069767,x9TPbWSzQPmVp4Qhjq3Tsg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0034.jpg,0,iwwDN6Dv8ieAp7mOoWJ9PQ,2009-05,50.10299771052962,14.39117558203925,0.777,310.5676574707031,91.08480072021484,359.8648376464844,ok,
34,50.10299205581395,14.391169179069767,x9TPbWSzQPmVp4Qhjq3Tsg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0034.jpg,1,S4fWpS5SWxfz5xeB5hHJnQ,2011-08,50.10302299255161,14.39112943628383,4.457,309.3795166015625,88.90619659423828,0.1139216646552086,ok,
34,50.10299205581395,14.391169179069767,x9TPbWSzQPmVp4Qhjq3Tsg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0034.jpg,2,NJZELWDIJEmgJGiabdhniw,2014-05,50.10303673628651,14.39110111746318,6.946,309.9596862792969,88.95639038085938,0.3898378908634186,ok,
35,50.103021616279065,14.391115581395349,x9TPbWSzQPmVp4Qhjq3Tsg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0035.jpg,0,S4fWpS5SWxfz5xeB5hHJnQ,2011-08,50.10302299255161,14.39112943628383,1.0,309.3795166015625,88.90619659423828,0.1139216646552086,ok,
35,50.103021616279065,14.391115581395349,x9TPbWSzQPmVp4Qhjq3Tsg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0035.jpg,1,NJZELWDIJEmgJGiabdhniw,2014-05,50.10303673628651,14.39110111746318,1.973,309.9596862792969,88.95639038085938,0.3898378908634186,ok,
35,50.103021616279065,14.391115581395349,x9TPbWSzQPmVp4Qhjq3Tsg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0035.jpg,2,iwwDN6Dv8ieAp7mOoWJ9PQ,2009-05,50.10299771052962,14.39117558203925,5.038,310.5676574707031,91.08480072021484,359.8648376464844,ok,
36,50.10305117674419,14.39106198372093,uuUizRcQrH9p8MCO6oI_Ag,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0036.jpg,0,-8y9FrCyS1oZW9fFfyC4nw,2011-08,50.10308049469117,14.39102341155948,4.266,309.4561462402344,89.44795989990234,359.5595703125,ok,
36,50.10305117674419,14.39106198372093,uuUizRcQrH9p8MCO6oI_Ag,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0036.jpg,1,78fqm-MYVkzSz1Ec06DzgQ,2009-05,50.10308760033509,14.39101849720552,5.101,311.17431640625,90.95914459228516,0.01626411452889442,ok,
36,50.10305117674419,14.39106198372093,uuUizRcQrH9p8MCO6oI_Ag,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0036.jpg,2,by8y8emJD0Ni_B_JJw_QXA,2014-05,50.10308996055172,14.39100551140261,5.901,310.5141906738281,89.50802612304688,359.9496765136719,ok,
37,50.103080737209304,14.391008386046511,uuUizRcQrH9p8MCO6oI_Ag,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0037.jpg,0,by8y8emJD0Ni_B_JJw_QXA,2014-05,50.10308996055172,14.39100551140261,1.046,310.5141906738281,89.50802612304688,359.9496765136719,ok,
37,50.103080737209304,14.391008386046511,uuUizRcQrH9p8MCO6oI_Ag,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0037.jpg,1,78fqm-MYVkzSz1Ec06DzgQ,2009-05,50.10308760033509,14.39101849720552,1.05,311.17431640625,90.95914459228516,0.01626411452889442,ok,
37,50.103080737209304,14.391008386046511,uuUizRcQrH9p8MCO6oI_Ag,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0037.jpg,2,-8y9FrCyS1oZW9fFfyC4nw,2011-08,50.10308049469117,14.39102341155948,1.072,309.4561462402344,89.44795989990234,359.5595703125,ok,
38,50.10311029767442,14.390954788372092,rzw2Q_CpxPei2kj6lfZWIg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0038.jpg,0,Jddjdlf0maIOkp2Pyk1zhQ,2011-08,50.10315864729774,14.39088382574882,7.384,311.0131530761719,89.03333282470703,0.5051865577697754,ok,
38,50.10311029767442,14.390954788372092,rzw2Q_CpxPei2kj6lfZWIg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0038.jpg,1,7aQgg5LjudCmfA6zqaHXzw,2009-05,50.10316450213197,14.390885647254,7.787,311.3180236816406,90.83020782470703,0.7822874784469604,ok,
38,50.10311029767442,14.390954788372092,rzw2Q_CpxPei2kj6lfZWIg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0038.jpg,2,bQ5v8SeYvOoS5WZ7smgOeQ,2014-05,50.10316229298914,14.39087968189666,7.882,312.3220825195312,89.35246276855469,0.4560099840164185,ok,
39,50.103139858139535,14.390901190697674,rzw2Q_CpxPei2kj6lfZWIg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0039.jpg,0,Jddjdlf0maIOkp2Pyk1zhQ,2011-08,50.10315864729774,14.39088382574882,2.429,311.0131530761719,89.03333282470703,0.5051865577697754,ok,
39,50.103139858139535,14.390901190697674,rzw2Q_CpxPei2kj6lfZWIg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0039.jpg,1,bQ5v8SeYvOoS5WZ7smgOeQ,2014-05,50.10316229298914,14.39087968189666,2.929,312.3220825195312,89.35246276855469,0.4560099840164185,ok,
39,50.103139858139535,14.390901190697674,rzw2Q_CpxPei2kj6lfZWIg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0039.jpg,2,7aQgg5LjudCmfA6zqaHXzw,2009-05,50.10316450213197,14.390885647254,2.956,311.3180236816406,90.83020782470703,0.7822874784469604,ok,
40,50.10316941860465,14.390847593023254,rzw2Q_CpxPei2kj6lfZWIg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0040.jpg,0,bQ5v8SeYvOoS5WZ7smgOeQ,2014-05,50.10316229298914,14.39087968189666,2.422,312.3220825195312,89.35246276855469,0.4560099840164185,ok,
40,50.10316941860465,14.390847593023254,rzw2Q_CpxPei2kj6lfZWIg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0040.jpg,1,7aQgg5LjudCmfA6zqaHXzw,2009-05,50.10316450213197,14.390885647254,2.769,311.3180236816406,90.83020782470703,0.7822874784469604,ok,
40,50.10316941860465,14.390847593023254,rzw2Q_CpxPei2kj6lfZWIg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0040.jpg,2,Jddjdlf0maIOkp2Pyk1zhQ,2011-08,50.10315864729774,14.39088382574882,2.848,311.0131530761719,89.03333282470703,0.5051865577697754,ok,
41,50.10319897906977,14.390793995348837,cpcDuicr3uWoMheEhLueZg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0041.jpg,0,ZXWP8ZHGNruUxnJX5f526g,2011-08,50.10321437244471,14.39078997108727,1.736,312.2379760742188,90.11526489257812,359.8032836914062,ok,
41,50.10319897906977,14.390793995348837,cpcDuicr3uWoMheEhLueZg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0041.jpg,1,QINAVQ_OLtgnURZcrsYXng,2014-05,50.10322483099637,14.39080796177709,3.042,334.08984375,90.287353515625,359.6904296875,ok,
41,50.10319897906977,14.390793995348837,cpcDuicr3uWoMheEhLueZg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0041.jpg,2,s0oL83w1dLGp1fKn8lx-YA,2009-05,50.10322182384097,14.39075949057178,3.537,291.7389526367188,91.91168975830078,359.6461181640625,ok,
42,50.10322853953488,14.390740397674417,cpcDuicr3uWoMheEhLueZg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0042.jpg,0,s0oL83w1dLGp1fKn8lx-YA,2009-05,50.10322182384097,14.39075949057178,1.553,291.7389526367188,91.91168975830078,359.6461181640625,ok,
42,50.10322853953488,14.390740397674417,cpcDuicr3uWoMheEhLueZg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0042.jpg,1,ZXWP8ZHGNruUxnJX5f526g,2011-08,50.10321437244471,14.39078997108727,3.871,312.2379760742188,90.11526489257812,359.8032836914062,ok,
42,50.10322853953488,14.390740397674417,cpcDuicr3uWoMheEhLueZg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0042.jpg,2,QINAVQ_OLtgnURZcrsYXng,2014-05,50.10322483099637,14.39080796177709,4.836,334.08984375,90.287353515625,359.6904296875,ok,
43,50.10320878277395,14.390780925750732,cpcDuicr3uWoMheEhLueZg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0043.jpg,0,ZXWP8ZHGNruUxnJX5f526g,2011-08,50.10321437244471,14.39078997108727,0.896,312.2379760742188,90.11526489257812,359.8032836914062,ok,
43,50.10320878277395,14.390780925750732,cpcDuicr3uWoMheEhLueZg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0043.jpg,1,s0oL83w1dLGp1fKn8lx-YA,2009-05,50.10322182384097,14.39075949057178,2.107,291.7389526367188,91.91168975830078,359.6461181640625,ok,
43,50.10320878277395,14.390780925750732,cpcDuicr3uWoMheEhLueZg,/Users/enzocampofranco/Library/Mobile Documents/com~apple~CloudDocs/TPS/Stage/Python/Robot_Visual_Navigation_V3/data/streetview/images/streetview_0043.jpg,2,QINAVQ_OLtgnURZcrsYXng,2014-05,50.10322483099637,14.39080796177709,2.627,334.08984375,90.287353515625,359.6904296875,ok,
